2020-12-12 01:40:10+07, done long break
2020-12-12 01:40:11+07, done pomodoro
2020-12-12 01:40:14+07, done pomodoro
2020-12-12 01:40:15+07, done short break
2020-12-12 01:40:18+07, done short break
2020-12-12 01:40:19+07, done pomodoro
2020-12-12 01:40:22+07, done pomodoro
2020-12-12 01:40:24+07, done long break
2020-12-12 01:40:26+07, done short break
2020-12-12 01:40:26+07, done pomodoro
2020-12-12 01:40:28+07, done pomodoro
2020-12-12 01:40:30+07, done pomodoro
2020-12-12 01:40:32+07, done short break
2020-12-12 01:40:32+07, done short break
2020-12-12 01:40:34+07, done short break
2020-12-12 01:40:36+07, done pomodoro
2020-12-12 01:40:36+07, done pomodoro
2020-12-12 01:40:38+07, done pomodoro
2020-12-12 01:40:40+07, done short break
2020-12-12 01:40:40+07, done short break
2020-12-12 01:40:43+07, done long break
2020-12-12 01:40:44+07, done pomodoro
2020-12-12 01:40:44+07, done pomodoro
2020-12-12 01:40:47+07, done pomodoro
2020-12-12 01:40:48+07, done short break
2020-12-12 01:40:48+07, done short break
2020-12-12 01:40:51+07, done short break
2020-12-12 01:40:52+07, done pomodoro
2020-12-12 01:40:52+07, done pomodoro
2020-12-12 01:40:55+07, done pomodoro
2020-12-12 01:40:57+07, done long break
2020-12-12 01:40:57+07, done long break
2020-12-12 01:40:59+07, done short break
2020-12-12 01:41:01+07, done pomodoro
2020-12-12 01:41:01+07, done pomodoro
2020-12-12 01:41:03+07, done pomodoro
2020-12-12 01:41:05+07, done short break
2020-12-12 01:41:06+07, done short break
2020-12-12 01:41:07+07, done short break
2020-12-12 01:41:09+07, done pomodoro
2020-12-12 01:41:10+07, done pomodoro
2020-12-12 01:41:11+07, done pomodoro
2020-12-12 01:41:13+07, done short break
2020-12-12 01:41:14+07, done short break
2020-12-12 01:41:16+07, done long break
2020-12-12 01:41:17+07, done pomodoro
2020-12-12 01:41:18+07, done pomodoro
2020-12-12 01:41:20+07, done pomodoro
2020-12-12 01:41:21+07, done short break
2020-12-12 01:41:22+07, done short break
2020-12-12 01:41:24+07, done short break
2020-12-12 01:41:25+07, done pomodoro
2020-12-12 01:41:25+07, done pomodoro
2020-12-12 01:41:26+07, done pomodoro
2020-12-12 01:41:28+07, done pomodoro
2020-12-12 01:41:29+07, done short break
2020-12-12 01:41:30+07, done long break
2020-12-12 01:41:31+07, done long break
2020-12-12 01:41:32+07, done short break
2020-12-12 01:41:33+07, done pomodoro
2020-12-12 01:41:34+07, done pomodoro
2020-12-12 01:41:35+07, done pomodoro
2020-12-12 01:41:36+07, done pomodoro
2020-12-12 01:41:38+07, done short break
2020-12-12 01:41:39+07, done short break
2020-12-12 01:41:41+07, done short break
2020-12-12 01:41:42+07, done pomodoro
2020-12-12 01:41:43+07, done pomodoro
2020-12-12 01:41:45+07, done pomodoro
2020-12-12 01:41:46+07, done short break
2020-12-12 01:41:47+07, done short break
2020-12-12 01:41:50+07, done long break
2020-12-12 01:41:50+07, done pomodoro
2020-12-12 01:41:51+07, done pomodoro
2020-12-12 01:41:54+07, done pomodoro
2020-12-12 01:41:54+07, done short break
2020-12-12 01:41:55+07, done short break
2020-12-12 01:41:58+07, done short break
2020-12-12 01:41:58+07, done pomodoro
2020-12-12 01:41:59+07, done pomodoro
2020-12-12 01:42:02+07, done pomodoro
2020-12-12 01:42:03+07, done long break
2020-12-12 01:42:04+07, done long break
2020-12-12 01:42:06+07, done short break
2020-12-12 01:42:07+07, done pomodoro
2020-12-12 01:42:08+07, done pomodoro
2020-12-12 01:42:10+07, done pomodoro
2020-12-12 01:42:11+07, done short break
2020-12-12 01:42:12+07, done short break
2020-12-12 01:42:14+07, done short break
2020-12-12 01:42:15+07, done pomodoro
2020-12-12 01:42:16+07, done pomodoro
2020-12-12 01:42:18+07, done pomodoro
2020-12-12 01:42:19+07, done short break
2020-12-12 01:42:20+07, done short break
2020-12-12 01:42:23+07, done long break
2020-12-12 01:42:23+07, done pomodoro
2020-12-12 01:42:24+07, done pomodoro
2020-12-12 01:42:27+07, done pomodoro
2020-12-12 01:42:27+07, done short break
2020-12-12 01:42:28+07, done short break
2020-12-12 01:42:31+07, done short break
2020-12-12 01:42:32+07, done pomodoro
2020-12-12 01:42:32+07, done pomodoro
2020-12-12 01:42:35+07, done pomodoro
2020-12-12 01:42:36+07, done pomodoro
2020-12-12 01:42:37+07, done long break
2020-12-12 01:42:37+07, done long break
2020-12-12 01:42:39+07, done short break
2020-12-12 01:42:40+07, done short break
2020-12-12 01:42:41+07, done pomodoro
2020-12-12 01:42:41+07, done pomodoro
2020-12-12 01:42:43+07, done pomodoro
2020-12-12 01:42:44+07, done pomodoro
2020-12-12 01:42:45+07, done short break
2020-12-12 01:42:45+07, done short break
2020-12-12 01:42:47+07, done short break
2020-12-12 01:42:48+07, done short break
2020-12-12 01:42:49+07, done pomodoro
2020-12-12 01:42:49+07, done pomodoro
2020-12-12 01:42:51+07, done pomodoro
2020-12-12 01:42:52+07, done pomodoro
2020-12-12 01:42:53+07, done short break
2020-12-12 01:42:53+07, done short break
2020-12-12 01:42:56+07, done long break
2020-12-12 01:42:56+07, done short break
2020-12-12 01:42:57+07, done pomodoro
2020-12-12 01:42:57+07, done pomodoro
2020-12-12 01:43:00+07, done pomodoro
2020-12-12 01:43:00+07, done pomodoro
2020-12-12 01:43:01+07, done short break
2020-12-12 01:43:01+07, done short break
2020-12-12 01:43:04+07, done short break
2020-12-12 01:43:05+07, done pomodoro
2020-12-12 01:43:05+07, done pomodoro
2020-12-12 01:43:05+07, done long break
2020-12-12 01:43:08+07, done pomodoro
2020-12-12 01:43:10+07, done pomodoro
2020-12-12 01:43:10+07, done long break
2020-12-12 01:43:11+07, done long break
2020-12-12 01:43:12+07, done short break
2020-12-12 01:43:14+07, done short break
2020-12-12 01:43:14+07, done pomodoro
2020-12-12 01:43:15+07, done pomodoro
2020-12-12 01:43:16+07, done pomodoro
2020-12-12 01:43:18+07, done pomodoro
2020-12-12 01:43:18+07, done short break
2020-12-12 01:43:19+07, done short break
2020-12-12 01:43:20+07, done short break
2020-12-12 01:43:22+07, done short break
2020-12-12 01:43:22+07, done pomodoro
2020-12-12 01:43:23+07, done pomodoro
2020-12-12 01:43:24+07, done pomodoro
2020-12-12 01:43:26+07, done pomodoro
2020-12-12 01:43:26+07, done short break
2020-12-12 01:43:27+07, done short break
2020-12-12 01:43:29+07, done long break
2020-12-12 01:43:30+07, done short break
2020-12-12 01:43:30+07, done pomodoro
2020-12-12 01:43:31+07, done pomodoro
2020-12-12 01:43:33+07, done pomodoro
2020-12-12 01:43:34+07, done pomodoro
2020-12-12 01:43:34+07, done short break
2020-12-12 01:43:35+07, done short break
2020-12-12 01:43:37+07, done short break
2020-12-12 01:43:38+07, done pomodoro
2020-12-12 01:43:39+07, done long break
2020-12-12 01:43:39+07, done pomodoro
2020-12-12 01:43:41+07, done pomodoro
2020-12-12 01:43:43+07, done pomodoro
2020-12-12 01:43:43+07, done long break
2020-12-12 01:43:44+07, done long break
2020-12-12 01:43:45+07, done short break
2020-12-12 01:43:47+07, done short break
2020-12-12 01:43:47+07, done pomodoro
2020-12-12 01:43:48+07, done pomodoro
2020-12-12 01:43:49+07, done pomodoro
2020-12-12 01:43:51+07, done pomodoro
2020-12-12 01:43:51+07, done short break
2020-12-12 01:43:52+07, done short break
2020-12-12 01:43:53+07, done short break
2020-12-12 01:43:55+07, done short break
2020-12-12 01:43:55+07, done pomodoro
2020-12-12 01:43:56+07, done pomodoro
2020-12-12 01:43:58+07, done pomodoro
2020-12-12 01:43:59+07, done pomodoro
2020-12-12 01:43:59+07, done short break
2020-12-12 01:44:00+07, done short break
2020-12-12 01:44:03+07, done long break
2020-12-12 01:44:03+07, done pomodoro
2020-12-12 01:44:04+07, done pomodoro
2020-12-12 01:44:07+07, done pomodoro
2020-12-12 01:44:07+07, done short break
2020-12-12 01:44:08+07, done short break
2020-12-12 01:44:11+07, done short break
2020-12-12 01:44:11+07, done pomodoro
2020-12-12 01:44:12+07, done pomodoro
2020-12-12 01:44:15+07, done pomodoro
2020-12-12 01:44:16+07, done long break
2020-12-12 01:44:17+07, done long break
2020-12-12 01:44:19+07, done short break
2020-12-12 01:44:20+07, done pomodoro
2020-12-12 01:44:21+07, done pomodoro
2020-12-12 01:44:23+07, done pomodoro
2020-12-12 01:44:24+07, done short break
2020-12-12 01:44:25+07, done short break
2020-12-12 01:44:27+07, done short break
2020-12-12 01:44:28+07, done pomodoro
2020-12-12 01:44:29+07, done pomodoro
2020-12-12 01:44:31+07, done pomodoro
2020-12-12 01:44:32+07, done short break
2020-12-12 01:44:36+07, done long break
2020-12-12 01:44:43+07, done pomodoro
2020-12-12 01:44:47+07, done short break
2020-12-12 01:44:51+07, done pomodoro
2020-12-12 01:44:55+07, done short break
2020-12-12 01:45:00+07, done pomodoro
2020-12-12 01:45:04+07, done short break
2020-12-12 01:45:08+07, done pomodoro
2020-12-12 01:45:13+07, done long break
2020-12-12 01:45:17+07, done pomodoro
2020-12-12 01:45:21+07, done short break
2020-12-12 01:45:25+07, done pomodoro
2020-12-12 01:45:29+07, done short break
2020-12-12 01:45:33+07, done pomodoro
2020-12-12 01:45:37+07, done short break
2020-12-12 01:45:41+07, done pomodoro
2020-12-12 01:45:46+07, done long break
2020-12-12 01:45:50+07, done pomodoro
2020-12-12 01:45:54+07, done short break
2020-12-12 01:45:58+07, done pomodoro
2020-12-12 01:46:02+07, done short break
2020-12-12 01:46:06+07, done pomodoro
2020-12-12 01:46:10+07, done short break
2020-12-12 01:47:32+07, done pomodoro
2020-12-12 01:47:36+07, done short break
2020-12-12 01:47:40+07, done pomodoro
2020-12-12 01:47:44+07, done short break
2020-12-12 01:48:42+07, done pomodoro
2020-12-12 01:48:46+07, done short break
2020-12-12 01:48:50+07, done pomodoro
2020-12-12 01:48:54+07, done short break
2020-12-12 01:48:58+07, done pomodoro
2020-12-12 01:49:02+07, done short break
2020-12-12 01:49:06+07, done pomodoro
2020-12-12 01:49:11+07, done long break
2020-12-12 01:49:15+07, done pomodoro
2020-12-12 01:49:19+07, done short break
2020-12-12 01:49:23+07, done pomodoro
